Brood Year,Return Year,FreshwaterAge,OceanAge,RiverSystem,NumberOfReturns
2008,2012,1,2,Kvichak,2669164
2008,2013,1,3,Kvichak,1949792
2008,2014,1,4,Kvichak,30772
2008,2015,1,5,Kvichak,0
2008,2012,2,1,Kvichak,2520
2008,2013,2,2,Kvichak,1241288
2008,2014,2,3,Kvichak,669251
2008,2015,2,4,Kvichak,0
2008,2013,3,1,Kvichak,0
2008,2014,3,2,Kvichak,2858
2008,2015,3,3,Kvichak,0
2008,2016,3,4,Kvichak,NA
2009,2011,0,1,Kvichak,0
2009,2012,0,2,Kvichak,0
2009,2013,0,3,Kvichak,0
2009,2014,0,4,Kvichak,0
2009,2015,0,5,Kvichak,0
2009,2012,1,1,Kvichak,0
2009,2013,1,2,Kvichak,726549
2009,2014,1,3,Kvichak,1096755
2009,2015,1,4,Kvichak,3663
2009,2016,1,5,Kvichak,NA
2009,2013,2,1,Kvichak,11703
2009,2014,2,2,Kvichak,9606816
2009,2015,2,3,Kvichak,830752
2009,2016,2,4,Kvichak,NA
2009,2014,3,1,Kvichak,0
2009,2015,3,2,Kvichak,4747
2009,2016,3,3,Kvichak,NA
2009,2017,3,4,Kvichak,NA
2010,2012,0,1,Kvichak,0
2010,2013,0,2,Kvichak,0
2010,2014,0,3,Kvichak,301
2010,2015,0,4,Kvichak,0
2010,2016,0,5,Kvichak,NA
2010,2013,1,1,Kvichak,3076
2010,2014,1,2,Kvichak,6193387
2010,2015,1,3,Kvichak,2907250
2010,2016,1,4,Kvichak,NA
2010,2017,1,5,Kvichak,NA
2010,2014,2,1,Kvichak,87505
2010,2015,2,2,Kvichak,10557828
2010,2016,2,3,Kvichak,NA
2010,2017,2,4,Kvichak,NA
2010,2015,3,1,Kvichak,0
2010,2016,3,2,Kvichak,NA
2010,2017,3,3,Kvichak,NA
2010,2018,3,4,Kvichak,NA
2011,2013,0,1,Kvichak,0
2011,2014,0,2,Kvichak,0
2011,2015,0,3,Kvichak,0
2011,2016,0,4,Kvichak,NA
2011,2017,0,5,Kvichak,NA
2011,2014,1,1,Kvichak,4601
2011,2015,1,2,Kvichak,2223828
2011,2016,1,3,Kvichak,NA
2011,2017,1,4,Kvichak,NA
2011,2018,1,5,Kvichak,NA
2011,2015,2,1,Kvichak,41942
2011,2016,2,2,Kvichak,NA
2011,2017,2,3,Kvichak,NA
2011,2018,2,4,Kvichak,NA
2011,2016,3,1,Kvichak,NA
2011,2017,3,2,Kvichak,NA
2011,2018,3,3,Kvichak,NA
2011,2019,3,4,Kvichak,NA
2012,2014,0,1,Kvichak,0
2012,2015,0,2,Kvichak,7699
2012,2016,0,3,Kvichak,NA
2012,2017,0,4,Kvichak,NA
2012,2018,0,5,Kvichak,NA
2012,2015,1,1,Kvichak,20578
2012,2016,1,2,Kvichak,NA
2012,2017,1,3,Kvichak,NA
2012,2018,1,4,Kvichak,NA
2012,2019,1,5,Kvichak,NA
2012,2016,2,1,Kvichak,NA
2012,2017,2,2,Kvichak,NA
2012,2018,2,3,Kvichak,NA
2012,2019,2,4,Kvichak,NA
2012,2017,3,1,Kvichak,NA
2012,2018,3,2,Kvichak,NA
2012,2019,3,3,Kvichak,NA
2012,2020,3,4,Kvichak,NA
2013,2015,0,1,Kvichak,0
2013,2016,0,2,Kvichak,NA
2013,2017,0,3,Kvichak,NA
2013,2018,0,4,Kvichak,NA
2013,2019,0,5,Kvichak,NA
2013,2016,1,1,Kvichak,NA
2013,2017,1,2,Kvichak,NA
2013,2018,1,3,Kvichak,NA
2013,2019,1,4,Kvichak,NA
2013,2020,1,5,Kvichak,NA
2013,2017,2,1,Kvichak,NA
2013,2018,2,2,Kvichak,NA
2013,2019,2,3,Kvichak,NA
2013,2020,2,4,Kvichak,NA
2013,2018,3,1,Kvichak,NA
2013,2019,3,2,Kvichak,NA
2013,2020,3,3,Kvichak,NA
2013,2021,3,4,Kvichak,NA
2014,2016,0,1,Kvichak,NA
2014,2017,0,2,Kvichak,NA
2014,2018,0,3,Kvichak,NA
2014,2019,0,4,Kvichak,NA
2014,2020,0,5,Kvichak,NA
2014,2017,1,1,Kvichak,NA
2014,2018,1,2,Kvichak,NA
2014,2019,1,3,Kvichak,NA
2014,2020,1,4,Kvichak,NA
2014,2021,1,5,Kvichak,NA
2014,2018,2,1,Kvichak,NA
2014,2019,2,2,Kvichak,NA
2014,2020,2,3,Kvichak,NA
2014,2021,2,4,Kvichak,NA
2014,2019,3,1,Kvichak,NA
2014,2020,3,2,Kvichak,NA
2014,2021,3,3,Kvichak,NA
2014,2022,3,4,Kvichak,NA
2015,2017,0,1,Kvichak,NA
2015,2018,0,2,Kvichak,NA
2015,2019,0,3,Kvichak,NA
2015,2020,0,4,Kvichak,NA
2015,2021,0,5,Kvichak,NA
2015,2018,1,1,Kvichak,NA
2015,2019,1,2,Kvichak,NA
2015,2020,1,3,Kvichak,NA
2015,2021,1,4,Kvichak,NA
2015,2022,1,5,Kvichak,NA
2015,2019,2,1,Kvichak,NA
2015,2020,2,2,Kvichak,NA
2015,2021,2,3,Kvichak,NA
2015,2022,2,4,Kvichak,NA
2015,2020,3,1,Kvichak,NA
2015,2021,3,2,Kvichak,NA
2015,2022,3,3,Kvichak,NA
2015,2023,3,4,Kvichak,NA
1955,1957,0,1,Naknek,NA
1955,1958,0,2,Naknek,NA
1955,1959,0,3,Naknek,NA
1955,1960,0,4,Naknek,NA
1955,1961,0,5,Naknek,NA
1955,1958,1,1,Naknek,NA
1955,1959,1,2,Naknek,NA
1955,1960,1,3,Naknek,NA
1955,1961,1,4,Naknek,NA
1955,1962,1,5,Naknek,NA
1955,1959,2,1,Naknek,NA
1955,1960,2,2,Naknek,NA
1955,1961,2,3,Naknek,NA
1955,1962,2,4,Naknek,NA
1955,1960,3,1,Naknek,NA
1955,1961,3,2,Naknek,NA
1955,1962,3,3,Naknek,NA
1955,1963,3,4,Naknek,0
1956,1958,0,1,Naknek,NA
1956,1959,0,2,Naknek,NA
1956,1960,0,3,Naknek,NA
1956,1961,0,4,Naknek,NA
1956,1962,0,5,Naknek,NA
1956,1959,1,1,Naknek,NA
1956,1960,1,2,Naknek,NA
1956,1961,1,3,Naknek,NA
1956,1962,1,4,Naknek,NA
1956,1963,1,5,Naknek,0
1956,1960,2,1,Naknek,NA
1956,1961,2,2,Naknek,NA
1956,1962,2,3,Naknek,NA
1956,1963,2,4,Naknek,225
1956,1961,3,1,Naknek,NA
1956,1962,3,2,Naknek,NA
1956,1963,3,3,Naknek,0
1956,1964,3,4,Naknek,0
1957,1959,0,1,Naknek,NA
1957,1960,0,2,Naknek,NA
1957,1961,0,3,Naknek,NA
1957,1962,0,4,Naknek,NA
1957,1963,0,5,Naknek,0
1957,1960,1,1,Naknek,NA
1957,1961,1,2,Naknek,NA
1957,1962,1,3,Naknek,NA
1957,1963,1,4,Naknek,452
1957,1964,1,5,Naknek,0
1957,1961,2,1,Naknek,NA
1957,1962,2,2,Naknek,NA
1957,1963,2,3,Naknek,563156
1957,1964,2,4,Naknek,0
1957,1962,3,1,Naknek,NA
1957,1963,3,2,Naknek,813
1957,1964,3,3,Naknek,0
1957,1965,3,4,Naknek,0
1958,1960,0,1,Naknek,NA
1958,1961,0,2,Naknek,NA
1958,1962,0,3,Naknek,NA
1958,1963,0,4,Naknek,0
1958,1964,0,5,Naknek,0
1958,1961,1,1,Naknek,NA
1958,1962,1,2,Naknek,NA
1958,1963,1,3,Naknek,140335
1958,1964,1,4,Naknek,98
1958,1965,1,5,Naknek,0
1958,1962,2,1,Naknek,NA
1958,1963,2,2,Naknek,597028
1958,1964,2,3,Naknek,101204
1958,1965,2,4,Naknek,0
1958,1963,3,1,Naknek,0
1958,1964,3,2,Naknek,1666
1958,1965,3,3,Naknek,2793
1958,1966,3,4,Naknek,0
1959,1961,0,1,Naknek,NA
1959,1962,0,2,Naknek,NA
1959,1963,0,3,Naknek,0
1959,1964,0,4,Naknek,0
1959,1965,0,5,Naknek,0
1959,1962,1,1,Naknek,NA
1959,1963,1,2,Naknek,486708
1959,1964,1,3,Naknek,230913
1959,1965,1,4,Naknek,0
1959,1966,1,5,Naknek,0
1959,1963,2,1,Naknek,7813
1959,1964,2,2,Naknek,532280
1959,1965,2,3,Naknek,266999
1959,1966,2,4,Naknek,0
1959,1964,3,1,Naknek,0
1959,1965,3,2,Naknek,0
1959,1966,3,3,Naknek,0
1959,1967,3,4,Naknek,0
1960,1962,0,1,Naknek,NA
1960,1963,0,2,Naknek,0
1960,1964,0,3,Naknek,113
1960,1965,0,4,Naknek,0
1960,1966,0,5,Naknek,0
1960,1963,1,1,Naknek,0
1960,1964,1,2,Naknek,1072773
1960,1965,1,3,Naknek,286245
1960,1966,1,4,Naknek,0
1960,1967,1,5,Naknek,0
1960,1964,2,1,Naknek,4347
1960,1965,2,2,Naknek,549353
1960,1966,2,3,Naknek,1443356
1960,1967,2,4,Naknek,1605
1960,1965,3,1,Naknek,0
1960,1966,3,2,Naknek,2522
1960,1967,3,3,Naknek,0
1960,1968,3,4,Naknek,0
1961,1963,0,1,Naknek,0
1961,1964,0,2,Naknek,0
1961,1965,0,3,Naknek,0
1961,1966,0,4,Naknek,0
1961,1967,0,5,Naknek,0
1961,1964,1,1,Naknek,0
1961,1965,1,2,Naknek,112176
1961,1966,1,3,Naknek,971787
1961,1967,1,4,Naknek,7771
1961,1968,1,5,Naknek,0
1961,1965,2,1,Naknek,4331
1961,1966,2,2,Naknek,330857
1961,1967,2,3,Naknek,721523
1961,1968,2,4,Naknek,0
1961,1966,3,1,Naknek,0
1961,1967,3,2,Naknek,0
1961,1968,3,3,Naknek,3444
1961,1969,3,4,Naknek,0
1962,1964,0,1,Naknek,0
1962,1965,0,2,Naknek,0
1962,1966,0,3,Naknek,0
1962,1967,0,4,Naknek,0
1962,1968,0,5,Naknek,0
1962,1965,1,1,Naknek,170
1962,1966,1,2,Naknek,130455
1962,1967,1,3,Naknek,262141
1962,1968,1,4,Naknek,1575
1962,1969,1,5,Naknek,0
1962,1966,2,1,Naknek,5809
1962,1967,2,2,Naknek,396108
1962,1968,2,3,Naknek,303501
1962,1969,2,4,Naknek,0
1962,1967,3,1,Naknek,0
1962,1968,3,2,Naknek,6576
1962,1969,3,3,Naknek,0
1962,1970,3,4,Naknek,0
1963,1965,0,1,Naknek,0
1963,1966,0,2,Naknek,0
1963,1967,0,3,Naknek,0
1963,1968,0,4,Naknek,0
1963,1969,0,5,Naknek,0
1963,1966,1,1,Naknek,0
1963,1967,1,2,Naknek,141944
1963,1968,1,3,Naknek,416187
1963,1969,1,4,Naknek,0
1963,1970,1,5,Naknek,0
1963,1967,2,1,Naknek,23215
1963,1968,2,2,Naknek,700970
1963,1969,2,3,Naknek,418190
1963,1970,2,4,Naknek,0
1963,1968,3,1,Naknek,0
1963,1969,3,2,Naknek,6330
1963,1970,3,3,Naknek,0
1963,1971,3,4,Naknek,0
1964,1966,0,1,Naknek,0
1964,1967,0,2,Naknek,0
1964,1968,0,3,Naknek,0
1964,1969,0,4,Naknek,0
1964,1970,0,5,Naknek,0
1964,1967,1,1,Naknek,743
1964,1968,1,2,Naknek,342531
1964,1969,1,3,Naknek,256174
1964,1970,1,4,Naknek,0
1964,1971,1,5,Naknek,0
1964,1968,2,1,Naknek,34421
1964,1969,2,2,Naknek,1275540
1964,1970,2,3,Naknek,309692
1964,1971,2,4,Naknek,0
1964,1969,3,1,Naknek,0
1964,1970,3,2,Naknek,4430
1964,1971,3,3,Naknek,0
1964,1972,3,4,Naknek,0
1965,1967,0,1,Naknek,0
1965,1968,0,2,Naknek,0
1965,1969,0,3,Naknek,0
1965,1970,0,4,Naknek,0
1965,1971,0,5,Naknek,0
1965,1968,1,1,Naknek,12877
1965,1969,1,2,Naknek,634432
1965,1970,1,3,Naknek,600345
1965,1971,1,4,Naknek,0
1965,1972,1,5,Naknek,0
1965,1969,2,1,Naknek,37064
1965,1970,2,2,Naknek,854535
1965,1971,2,3,Naknek,515515
1965,1972,2,4,Naknek,0
1965,1970,3,1,Naknek,0
1965,1971,3,2,Naknek,0
1965,1972,3,3,Naknek,0
1965,1973,3,4,Naknek,0
1966,1968,0,1,Naknek,0
1966,1969,0,2,Naknek,0
1966,1970,0,3,Naknek,0
1966,1971,0,4,Naknek,0
1966,1972,0,5,Naknek,0
1966,1969,1,1,Naknek,13371
1966,1970,1,2,Naknek,918493
1966,1971,1,3,Naknek,2573070
1966,1972,1,4,Naknek,3000
1966,1973,1,5,Naknek,0
1966,1970,2,1,Naknek,2025
1966,1971,2,2,Naknek,209618
1966,1972,2,3,Naknek,485528
1966,1973,2,4,Naknek,519
1966,1971,3,1,Naknek,0
1966,1972,3,2,Naknek,0
1966,1973,3,3,Naknek,0
1966,1974,3,4,Naknek,0
1967,1969,0,1,Naknek,0
1967,1970,0,2,Naknek,0
1967,1971,0,3,Naknek,0
1967,1972,0,4,Naknek,0
1967,1973,0,5,Naknek,0
1967,1970,1,1,Naknek,0
1967,1971,1,2,Naknek,352459
1967,1972,1,3,Naknek,522757
1967,1973,1,4,Naknek,0
1967,1974,1,5,Naknek,0
1967,1971,2,1,Naknek,3787
1967,1972,2,2,Naknek,330689
1967,1973,2,3,Naknek,342019
1967,1974,2,4,Naknek,457
1967,1972,3,1,Naknek,0
1967,1973,3,2,Naknek,0
1967,1974,3,3,Naknek,0
1967,1975,3,4,Naknek,0
1968,1970,0,1,Naknek,0
1968,1971,0,2,Naknek,0
1968,1972,0,3,Naknek,0
1968,1973,0,4,Naknek,0
1968,1974,0,5,Naknek,0
1968,1971,1,1,Naknek,3585
1968,1972,1,2,Naknek,126410
1968,1973,1,3,Naknek,202857
1968,1974,1,4,Naknek,257
1968,1975,1,5,Naknek,0
1968,1972,2,1,Naknek,0
1968,1973,2,2,Naknek,88011
1968,1974,2,3,Naknek,216580
1968,1975,2,4,Naknek,0
1968,1973,3,1,Naknek,0
1968,1974,3,2,Naknek,611
1968,1975,3,3,Naknek,0
1968,1976,3,4,Naknek,0
1969,1971,0,1,Naknek,0
1969,1972,0,2,Naknek,0
1969,1973,0,3,Naknek,0
1969,1974,0,4,Naknek,0
1969,1975,0,5,Naknek,0
1969,1972,1,1,Naknek,0
1969,1973,1,2,Naknek,45889
1969,1974,1,3,Naknek,240153
1969,1975,1,4,Naknek,0
1969,1976,1,5,Naknek,0
1969,1973,2,1,Naknek,4366
1969,1974,2,2,Naknek,837021
1969,1975,2,3,Naknek,1007865
1969,1976,2,4,Naknek,0
1969,1974,3,1,Naknek,0
1969,1975,3,2,Naknek,2051
1969,1976,3,3,Naknek,6434
1969,1977,3,4,Naknek,0
1970,1972,0,1,Naknek,0
1970,1973,0,2,Naknek,0
1970,1974,0,3,Naknek,0
1970,1975,0,4,Naknek,0
1970,1976,0,5,Naknek,0
1970,1973,1,1,Naknek,597
1970,1974,1,2,Naknek,161583
1970,1975,1,3,Naknek,281376
1970,1976,1,4,Naknek,0
1970,1977,1,5,Naknek,0
1970,1974,2,1,Naknek,17756
1970,1975,2,2,Naknek,1549928
1970,1976,2,3,Naknek,504895
1970,1977,2,4,Naknek,0
1970,1975,3,1,Naknek,0
1970,1976,3,2,Naknek,17444
1970,1977,3,3,Naknek,1726
1970,1978,3,4,Naknek,0
1971,1973,0,1,Naknek,0
1971,1974,0,2,Naknek,0
1971,1975,0,3,Naknek,0
1971,1976,0,4,Naknek,0
1971,1977,0,5,Naknek,0
1971,1974,1,1,Naknek,225
1971,1975,1,2,Naknek,349684
1971,1976,1,3,Naknek,630688
1971,1977,1,4,Naknek,1478
1971,1978,1,5,Naknek,0
1971,1975,2,1,Naknek,17309
1971,1976,2,2,Naknek,1777140
1971,1977,2,3,Naknek,1537578
1971,1978,2,4,Naknek,25170
1971,1976,3,1,Naknek,0
1971,1977,3,2,Naknek,1979
1971,1978,3,3,Naknek,9172
1971,1979,3,4,Naknek,0
1972,1974,0,1,Naknek,0
1972,1975,0,2,Naknek,0
1972,1976,0,3,Naknek,0
1972,1977,0,4,Naknek,0
1972,1978,0,5,Naknek,0
1972,1975,1,1,Naknek,2938
1972,1976,1,2,Naknek,228954
1972,1977,1,3,Naknek,397108
1972,1978,1,4,Naknek,5084
1972,1979,1,5,Naknek,0
1972,1976,2,1,Naknek,35046
1972,1977,2,2,Naknek,359615
1972,1978,2,3,Naknek,676509
1972,1979,2,4,Naknek,2647
1972,1977,3,1,Naknek,0
1972,1978,3,2,Naknek,3618
1972,1979,3,3,Naknek,3690
1972,1980,3,4,Naknek,0
1973,1975,0,1,Naknek,0
1973,1976,0,2,Naknek,0
1973,1977,0,3,Naknek,1257
1973,1978,0,4,Naknek,0
1973,1979,0,5,Naknek,0
1973,1976,1,1,Naknek,0
1973,1977,1,2,Naknek,610280
1973,1978,1,3,Naknek,715809
1973,1979,1,4,Naknek,0
1973,1980,1,5,Naknek,0
1973,1977,2,1,Naknek,255
1973,1978,2,2,Naknek,564689
1973,1979,2,3,Naknek,850378
1973,1980,2,4,Naknek,0
1973,1978,3,1,Naknek,0
1973,1979,3,2,Naknek,0
1973,1980,3,3,Naknek,0
1973,1981,3,4,Naknek,0
1974,1976,0,1,Naknek,0
1974,1977,0,2,Naknek,0
1974,1978,0,3,Naknek,0
1974,1979,0,4,Naknek,0
1974,1980,0,5,Naknek,0
1974,1977,1,1,Naknek,1544
1974,1978,1,2,Naknek,253899
1974,1979,1,3,Naknek,393360
1974,1980,1,4,Naknek,0
1974,1981,1,5,Naknek,0
1974,1978,2,1,Naknek,1832
1974,1979,2,2,Naknek,1103750
1974,1980,2,3,Naknek,880690
1974,1981,2,4,Naknek,0
1974,1979,3,1,Naknek,0
1974,1980,3,2,Naknek,7439
1974,1981,3,3,Naknek,0
1974,1982,3,4,Naknek,0
1975,1977,0,1,Naknek,0
1975,1978,0,2,Naknek,0
1975,1979,0,3,Naknek,0
1975,1980,0,4,Naknek,0
1975,1981,0,5,Naknek,0
1975,1978,1,1,Naknek,1029
1975,1979,1,2,Naknek,456699
1975,1980,1,3,Naknek,1630147
1975,1981,1,4,Naknek,0
1975,1982,1,5,Naknek,0
1975,1979,2,1,Naknek,11804
1975,1980,2,2,Naknek,1539430
1975,1981,2,3,Naknek,1547266
1975,1982,2,4,Naknek,4744
1975,1980,3,1,Naknek,0
1975,1981,3,2,Naknek,4586
1975,1982,3,3,Naknek,0
1975,1983,3,4,Naknek,0
1976,1978,0,1,Naknek,0
1976,1979,0,2,Naknek,0
1976,1980,0,3,Naknek,0
1976,1981,0,4,Naknek,0
1976,1982,0,5,Naknek,0
1976,1979,1,1,Naknek,4277
1976,1980,1,2,Naknek,1013493
1976,1981,1,3,Naknek,4461321
1976,1982,1,4,Naknek,24292
1976,1983,1,5,Naknek,0
1976,1980,2,1,Naknek,4423
1976,1981,2,2,Naknek,1950161
1976,1982,2,3,Naknek,1520144
1976,1983,2,4,Naknek,10680
1976,1981,3,1,Naknek,0
1976,1982,3,2,Naknek,0
1976,1983,3,3,Naknek,2941
1976,1984,3,4,Naknek,0
1977,1979,0,1,Naknek,0
1977,1980,0,2,Naknek,0
1977,1981,0,3,Naknek,4313
1977,1982,0,4,Naknek,0
1977,1983,0,5,Naknek,0
1977,1980,1,1,Naknek,4429
1977,1981,1,2,Naknek,788791
1977,1982,1,3,Naknek,2456928
1977,1983,1,4,Naknek,74909
1977,1984,1,5,Naknek,0
1977,1981,2,1,Naknek,0
1977,1982,2,2,Naknek,145844
1977,1983,2,3,Naknek,242959
1977,1984,2,4,Naknek,1394
1977,1982,3,1,Naknek,0
1977,1983,3,2,Naknek,0
1977,1984,3,3,Naknek,1493
1977,1985,3,4,Naknek,0
1978,1980,0,1,Naknek,0
1978,1981,0,2,Naknek,0
1978,1982,0,3,Naknek,0
1978,1983,0,4,Naknek,0
1978,1984,0,5,Naknek,0
1978,1981,1,1,Naknek,393
1978,1982,1,2,Naknek,490174
1978,1983,1,3,Naknek,949602
1978,1984,1,4,Naknek,2206
1978,1985,1,5,Naknek,0
1978,1982,2,1,Naknek,9731
1978,1983,2,2,Naknek,631141
1978,1984,2,3,Naknek,704090
1978,1985,2,4,Naknek,0
1978,1983,3,1,Naknek,0
1978,1984,3,2,Naknek,958
1978,1985,3,3,Naknek,0
1978,1986,3,4,Naknek,0
1979,1981,0,1,Naknek,0
1979,1982,0,2,Naknek,0
1979,1983,0,3,Naknek,0
1979,1984,0,4,Naknek,0
1979,1985,0,5,Naknek,0
1979,1982,1,1,Naknek,8951
1979,1983,1,2,Naknek,1389279
1979,1984,1,3,Naknek,1322934
1979,1985,1,4,Naknek,5030
1979,1986,1,5,Naknek,0
1979,1983,2,1,Naknek,5950
1979,1984,2,2,Naknek,761179
1979,1985,2,3,Naknek,463047
1979,1986,2,4,Naknek,0
1979,1984,3,1,Naknek,0
1979,1985,3,2,Naknek,6049
1979,1986,3,3,Naknek,1498
1979,1987,3,4,Naknek,0
1980,1982,0,1,Naknek,0
1980,1983,0,2,Naknek,0
1980,1984,0,3,Naknek,0
1980,1985,0,4,Naknek,0
1980,1986,0,5,Naknek,0
1980,1983,1,1,Naknek,803
1980,1984,1,2,Naknek,1059833
1980,1985,1,3,Naknek,1629612
1980,1986,1,4,Naknek,11979
1980,1987,1,5,Naknek,0
1980,1984,2,1,Naknek,17349
1980,1985,2,2,Naknek,1341149
1980,1986,2,3,Naknek,859933
1980,1987,2,4,Naknek,1477
1980,1985,3,1,Naknek,0
1980,1986,3,2,Naknek,0
1980,1987,3,3,Naknek,0
1980,1988,3,4,Naknek,0
1981,1983,0,1,Naknek,0
1981,1984,0,2,Naknek,0
1981,1985,0,3,Naknek,0
1981,1986,0,4,Naknek,0
1981,1987,0,5,Naknek,0
1981,1984,1,1,Naknek,4917
1981,1985,1,2,Naknek,770379
1981,1986,1,3,Naknek,2359153
1981,1987,1,4,Naknek,18479
1981,1988,1,5,Naknek,0
1981,1985,2,1,Naknek,5842
1981,1986,2,2,Naknek,592347
1981,1987,2,3,Naknek,928049
1981,1988,2,4,Naknek,4335
1981,1986,3,1,Naknek,0
1981,1987,3,2,Naknek,0
1981,1988,3,3,Naknek,0
1981,1989,3,4,Naknek,0
1982,1984,0,1,Naknek,0
1982,1985,0,2,Naknek,0
1982,1986,0,3,Naknek,0
1982,1987,0,4,Naknek,0
1982,1988,0,5,Naknek,0
1982,1985,1,1,Naknek,5079
1982,1986,1,2,Naknek,163761
1982,1987,1,3,Naknek,926020
1982,1988,1,4,Naknek,27213
1982,1989,1,5,Naknek,684
1982,1986,2,1,Naknek,0
1982,1987,2,2,Naknek,221369
1982,1988,2,3,Naknek,469143
1982,1989,2,4,Naknek,7450
1982,1987,3,1,Naknek,0
1982,1988,3,2,Naknek,0
1982,1989,3,3,Naknek,0
1982,1990,3,4,Naknek,0
1983,1985,0,1,Naknek,0
1983,1986,0,2,Naknek,0
1983,1987,0,3,Naknek,0
1983,1988,0,4,Naknek,0
1983,1989,0,5,Naknek,0
1983,1986,1,1,Naknek,0
1983,1987,1,2,Naknek,176012
1983,1988,1,3,Naknek,547077
1983,1989,1,4,Naknek,5761
1983,1990,1,5,Naknek,0
1983,1987,2,1,Naknek,7647
1983,1988,2,2,Naknek,344686
1983,1989,2,3,Naknek,370620
1983,1990,2,4,Naknek,0
1983,1988,3,1,Naknek,0
1983,1989,3,2,Naknek,0
1983,1990,3,3,Naknek,0
1983,1991,3,4,Naknek,0
1984,1986,0,1,Naknek,0
1984,1987,0,2,Naknek,0
1984,1988,0,3,Naknek,0
1984,1989,0,4,Naknek,0
1984,1990,0,5,Naknek,0
1984,1987,1,1,Naknek,241
1984,1988,1,2,Naknek,504531
1984,1989,1,3,Naknek,802905
1984,1990,1,4,Naknek,11970
1984,1991,1,5,Naknek,0
1984,1988,2,1,Naknek,30073
1984,1989,2,2,Naknek,1525063
1984,1990,2,3,Naknek,1508076
1984,1991,2,4,Naknek,1420
1984,1989,3,1,Naknek,0
1984,1990,3,2,Naknek,0
1984,1991,3,3,Naknek,0
1984,1992,3,4,Naknek,0
1985,1987,0,1,Naknek,0
1985,1988,0,2,Naknek,0
1985,1989,0,3,Naknek,1481
1985,1990,0,4,Naknek,3654
1985,1991,0,5,Naknek,0
1985,1988,1,1,Naknek,2051
1985,1989,1,2,Naknek,802849
1985,1990,1,3,Naknek,3232301
1985,1991,1,4,Naknek,54457
1985,1992,1,5,Naknek,0
1985,1989,2,1,Naknek,29205
1985,1990,2,2,Naknek,1576311
1985,1991,2,3,Naknek,1398709
1985,1992,2,4,Naknek,37784
1985,1990,3,1,Naknek,0
1985,1991,3,2,Naknek,0
1985,1992,3,3,Naknek,8610
1985,1993,3,4,Naknek,0
1986,1988,0,1,Naknek,0
1986,1989,0,2,Naknek,0
1986,1990,0,3,Naknek,5477
1986,1991,0,4,Naknek,0
1986,1992,0,5,Naknek,0
1986,1989,1,1,Naknek,7133
1986,1990,1,2,Naknek,1820705
1986,1991,1,3,Naknek,6641769
1986,1992,1,4,Naknek,437077
1986,1993,1,5,Naknek,709
1986,1990,2,1,Naknek,2362
1986,1991,2,2,Naknek,1209214
1986,1992,2,3,Naknek,2469231
1986,1993,2,4,Naknek,41218
1986,1991,3,1,Naknek,0
1986,1992,3,2,Naknek,0
1986,1993,3,3,Naknek,0
1986,1994,3,4,Naknek,0
1987,1989,0,1,Naknek,0
1987,1990,0,2,Naknek,2601
1987,1991,0,3,Naknek,14558
1987,1992,0,4,Naknek,3047
1987,1993,0,5,Naknek,0
1987,1990,1,1,Naknek,0
1987,1991,1,2,Naknek,366144
1987,1992,1,3,Naknek,1237224
1987,1993,1,4,Naknek,117645
1987,1994,1,5,Naknek,0
1987,1991,2,1,Naknek,2429
1987,1992,2,2,Naknek,611602
1987,1993,2,3,Naknek,3105993
1987,1994,2,4,Naknek,10933
1987,1992,3,1,Naknek,0
1987,1993,3,2,Naknek,0
1987,1994,3,3,Naknek,0
1987,1995,3,4,Naknek,0
1988,1990,0,1,Naknek,0
1988,1991,0,2,Naknek,0
1988,1992,0,3,Naknek,0
1988,1993,0,4,Naknek,0
1988,1994,0,5,Naknek,0
1988,1991,1,1,Naknek,0
1988,1992,1,2,Naknek,351616
1988,1993,1,3,Naknek,1105709
1988,1994,1,4,Naknek,18312
1988,1995,1,5,Naknek,0
1988,1992,2,1,Naknek,31289
1988,1993,2,2,Naknek,769987
1988,1994,2,3,Naknek,692581
1988,1995,2,4,Naknek,3191
1988,1993,3,1,Naknek,0
1988,1994,3,2,Naknek,0
1988,1995,3,3,Naknek,0
1988,1996,3,4,Naknek,0
1989,1991,0,1,Naknek,0
1989,1992,0,2,Naknek,0
1989,1993,0,3,Naknek,0
1989,1994,0,4,Naknek,0
1989,1995,0,5,Naknek,0
1989,1992,1,1,Naknek,1174
1989,1993,1,2,Naknek,356238
1989,1994,1,3,Naknek,795431
1989,1995,1,4,Naknek,0
1989,1996,1,5,Naknek,0
1989,1993,2,1,Naknek,4340
1989,1994,2,2,Naknek,1333842
1989,1995,2,3,Naknek,513440
1989,1996,2,4,Naknek,0
1989,1994,3,1,Naknek,0
1989,1995,3,2,Naknek,2404
1989,1996,3,3,Naknek,0
1989,1997,3,4,Naknek,0
1990,1992,0,1,Naknek,0
1990,1993,0,2,Naknek,0
1990,1994,0,3,Naknek,0
1990,1995,0,4,Naknek,0
1990,1996,0,5,Naknek,0
1990,1993,1,1,Naknek,0
1990,1994,1,2,Naknek,624332
1990,1995,1,3,Naknek,869546
1990,1996,1,4,Naknek,4968
1990,1997,1,5,Naknek,0
1990,1994,2,1,Naknek,48018
1990,1995,2,2,Naknek,1448355
1990,1996,2,3,Naknek,813436
1990,1997,2,4,Naknek,16030
1990,1995,3,1,Naknek,0
1990,1996,3,2,Naknek,0
1990,1997,3,3,Naknek,0
1990,1998,3,4,Naknek,0
